"OTU" "Feature_name" "261_300Apole_091_102_S1_L001" "261_304Crase_079_114_S2_L001" "261_305Crase_067_126_S3_L001" "261_309Forsk_055_138_S4_L001" "261_310Gymno_043_150_S5_L001" "261_311Lychn_031_162_S6_L001" "261_313Marru_019_174_S7_L001" "261_314Praya_007_186_S8_L001" "261_315Resom_090_103_S9_L001" "261_316Resom_078_115_S10_L001" "261_317Vogti_066_127_S11_L001" "261_319Frill_054_139_S12_L001" "261_320Forsk_042_151_S13_L001"
"Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata_Homo sapiens_NA_100.00_215.00_73.83" "10084442183a3d88ec4e08a06ab659ee" "0" "0" "0" "0" "0" "451" "0" "0" "0" "0" "35" "0" "0"
"Eukaryota__94_50_86.72___NA_NA_NA_NA" "87aad6269a327768659596a7b950b9ef" "0" "0" "0" "0" "0" "302" "28" "0" "0" "0" "0" "136" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__96.73_214_ 90.49_NA_NA_NA" "21114b72fae0ab10d077d9278f082026" "0" "0" "0" "0" "0" "0" "0" "0" "458" "0" "0" "0" "0"
"Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata_Homo sapiens_NA_100.00_195.00_73.68" "38f976789971feea42a7c2348b44100c" "0" "0" "0" "0" "0" "407" "0" "0" "0" "11" "24" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__99.09_110_ 90.76_NA_NA_NA" "bfbcd6a126c7d852aa227f84287b8c2d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "184" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 97.67_215.00_72.61" "085fce8fb4522dbb853265f398b8c017" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "121" "0" "0"
"Eukaryota_Bilateria__91.12_214_86.95__NA_NA_NA_NA" "89c6f2ad86e98b7dd7fe490443fcc676" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "131"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__99.09_110_ 90.76_NA_NA_NA" "974cbf044051298b87c46b6a4de8e20c" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "120" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 97.67_215.00_72.61" "51c7b43ad44cc90c72170b932e6fb1c1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "106" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group II_uncultured eukaryote_uncultured eukaryote_NA_100.00_216.00_73.74" "c8afb9a708ad02e92790995e188ae569" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "39" "31"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__95.79_214_ 89.94_NA_NA_NA" "95494c3bc6bd76fd377becd3b1d4d554" "0" "0" "0" "0" "0" "0" "0" "0" "67" "0" "0" "0" "0"
"Eukaryota_Bilateria__91.12_214_86.95__NA_NA_NA_NA" "b2a8919c5b8736d0ec061c0d9ffae754" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "56"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Chelicerata__ 94.44_ 72.00_ 87.89_NA" "06073f7b20fa46308e4df6b892e8ea26" "0" "0" "0" "0" "0" "54" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__95.33_214_ 89.66_NA_NA_NA" "c898ba723734931660b941a998b95eeb" "0" "0" "0" "0" "0" "0" "0" "0" "53" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured marine eukaryote_uncultured marine eukaryote_NA_ 99.53_215.00_92.05" "7adde145a34f3690c6b23023663256b5" "0" "0" "0" "0" "0" "52" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 91.95_148.00_ 86.60_NA" "c7c58fb251d836781b7e72d75fdddf1b" "0" "0" "0" "0" "0" "50" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__96.20_111_ 89.25_NA_NA_NA" "aeee6e6651764aedc987b79e7028e075" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured marine eukaryote_uncultured marine eukaryote_NA_ 99.53_215.00_92.05" "cfb4c65ec9b65c89781dd531c45b1e4f" "0" "0" "0" "0" "0" "40" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__95.48_155_ 89.24_NA_NA_NA" "6967d88f949564790f7565d27a97caf9" "0" "19" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__92.99_214_ 88.20_NA_NA_NA" "27098403a9c8feee8f524f60ccfd6ca1" "0" "0" "0" "0" "0" "0" "0" "0" "40" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__95.48_155_ 89.24_NA_NA_NA" "db673c67dca77bb1056c6d27e946575c" "0" "18" "19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria__94.37_213_89.06__NA_NA_NA_NA" "1ecf5d474cae5993313d2953b493c3b6" "0" "0" "0" "0" "0" "37" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 91.95_148.00_ 86.60_NA" "4b4a0eac461dc643ac93c397ac807dcb" "0" "0" "0" "0" "0" "36" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__94.86_214_ 89.14_NA_NA_NA" "f151b4e136441b926c15a932fde71e00" "0" "0" "34" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_100.00_215.00_92.24" "343dd7b1d2d0a78e34045d5fa7763725" "0" "0" "0" "0" "0" "32" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__96.20_111_ 89.25_NA_NA_NA" "4981420d5f0456eac342a513bb327229" "0" "0" "0" "0" "0" "0" "0" "0" "0" "31" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__97.62_129_ 89.41_NA_NA_NA" "7e1d99e6c47b7c430d00c8b479525c01" "0" "0" "0" "0" "0" "0" "0" "0" "30" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales__100_215_ 91.38_NA_NA_NA" "fc49fc9455bf0ad7cd7e0fea3f7d0bef" "0" "0" "0" "0" "0" "28" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales__100_215_ 91.38_NA_NA_NA" "e787c635aa8b4cfc7a24850529178fcf" "0" "0" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata_Homo sapiens_NA_100.00_190.00_92.04" "551abbd73814e7120740fd0b24692177" "0" "0" "0" "0" "0" "24" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_100.00_215.00_92.24" "1f7633a76ee458e9f4b68ea5cc9b2d26" "0" "0" "0" "0" "0" "24" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia__100_213_91.77_NA_NA_NA_NA" "967a3fcf5c2bd6611c0e1a14380affac" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_uncultured eukaryote_uncultured eukaryote_NA_ 99.03_103.00_90.56" "e05e61090d1ee0830e3d9a7db8da642d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0" "0"
"Eukaryota_SAR_Alveolata_Syndiniales_Syndiniales Group I_uncultured eukaryote_uncultured eukaryote_NA_ 99.54_216.00_73.55" "80721a17be209b9784de084b8ec8e2e8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18"
"Eukaryota_SAR_Ochrophyta_Sarcinochrysidales__99.07_214_ 91.74_NA_NA_NA" "deb4c85940b48729520be5a542ce69e0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__93.49_215_ 88.53_NA_NA_NA" "8aa2d7439e9841598514b85c74f37260" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Stramenopiles_Ochrophyta_Mediophyceae_Chaetoceros__100.00_215.00_ 73.83_NA" "a123eaad838b50ce6b3422b7afd9501a" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Litostomatea_Haptoria__100_215.00_ 92.05_NA_NA" "21c54daf55615bb9b65c7f79b0e00d63" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15" "0" "0"
"Eukaryota_Bilateria_Chordata_Actinopterygii_Osmeriformes_Lipolagus_Lipolagus ochotensis_NA_100.00_215.00_73.83" "0b71e757ab50df70544d00e9238be841" "0" "0" "8" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__100_100_ 91.11_NA_NA_NA" "843b27bfca85850e1a23e43a27f1a0f5" "0" "0" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Lophotrochozoa_Platyhelminthes_Trematoda__ 89.80_196.00_ 85.04_NA" "8b3acb172751d32b9909936614b8cd73" "0" "0" "0" "0" "0" "0" "0" "12" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Phyllopharyngea__98.14_215.00_ 87.62_NA_NA" "42445caffe159bd0a6e242af48e1ed6b" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Ochrophyta_Synurales__100_204_ 92.19_NA_NA_NA" "ff2482c2114ab85c70dadd5f8cbccc89" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__94.86_214_ 89.14_NA_NA_NA" "b99e0660aa1f8746d29691bb2f65b5de" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__90.34_176_87.90___NA_NA_NA_NA" "fb11df5c4ce299b4de486a9106e7625f" "0" "0" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__96.26_214_89.94___NA_NA_NA_NA" "6f2eec701744bac00c865336a679dd0e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8" "0"
"Eukaryota_Bilateria_Deuterostomia_Chordata_Vertebrata_Gnathostomata__100.00_204.00_ 89.55_NA" "d08f2ffd8a546530b6ed4e880596f417" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_SAR_Ochrophyta_Sarcinochrysidales__99.07_214_ 91.74_NA_NA_NA" "bf9fa48f4d265e20b828e1338c82146c" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0"
"Eukaryota_Cnidaria_Hydrozoa_Hydroidolina__86.92_214_ 83.78_NA_NA_NA" "1731eb1e382619b33b3405d49b40d444" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Ciliophora_Intramacronucleata_Conthreep_Oligohymenophorea_uncultured_uncultured eukaryote_NA_ 98.14_215.00_91.19" "a8c5ff87008fa9f56024b944c55b1713" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa_Codosiga__ 94.95_182.00_ 87.60_NA" "842e0345d433005a8ea62b92882a4bed" "0" "0" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria__90.61_213_86.60__NA_NA_NA_NA" "48331bcae82dc794a8e0fb2a3142e316" "0" "0" "0" "0" "0" "4" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Amorphea_Obazoa_Opisthokonta_Holozoa__100_199.00_ 91.05_NA_NA" "ca6c76018b3990e4adb22f25e4db89ed" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Bilateria_Protostomia_Ecdysozoa_Arthropoda_Crustacea__ 94.47_121.00_ 88.35_NA" "bfb07993109a690b68368f8f36eefa33" "0" "0" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0"
